label, correctness, w1, w2, features
No	Correct	project management software		Apache Ant	[[[ 0.          0.          0.          0.21743973  0.1         0.        ]]]
No	Incorrect	threshold		unit	[[[ 0.          1.          8.          0.18679705  0.61538462  2.        ]]]
Yes	Correct	waste		unnecessary formality	[[[ 0.          0.          6.          0.33200981  0.66666667  1.        ]]]
No	Correct	postmortem dump		formal requirements language	[[[ 0.          0.          0.          0.22219745  0.82352941  0.        ]]]
No	Incorrect	xp		pbi slotting	[[[  0.           0.          57.           0.18218873   0.           1.        ]]]
No	Incorrect	xp		process standard	[[[  0.           0.          50.           0.30760863   0.           1.        ]]]
No	Correct	error seeding		support software	[[[ 0.          1.          0.          0.20693209  0.25        0.        ]]]
No	Correct	call by name		multiset	[[[ 0.          0.          0.          0.25240388  0.          1.        ]]]
Yes	Incorrect	waste		variability	[[[ 0.          1.          0.          0.17786986  0.375       2.        ]]]
No	Correct	effective full license		opex	[[[ 0.          0.          0.          0.20078164  0.          1.        ]]]
No	Correct	effective full license		estimate at completion	[[[ 0.          1.          0.          0.15206622  0.5         0.        ]]]
No	Incorrect	process capability level rating		organization	[[[   0.            0.          175.            0.34705588    0.71428571
      1.        ]]]
No	Incorrect	marking		data structure-centered design	[[[ 0.          0.          6.          0.32127159  0.93333333  1.        ]]]
No	Incorrect	develop project management plan		triple constraint	[[[ 0.          0.          0.          0.70116681  0.58823529  0.        ]]]
label, correctness, w1, w2, features
Yes	Correct	invariant		assertion	[[[  0.           1.          14.           0.25247739   0.35294118   2.        ]]]
No	Correct	effective instruction		cadence	[[[ 0.          0.          0.          0.21834762  0.46153846  1.        ]]]
No	Correct	chief programmer		waterfall	[[[ 0.          0.          0.          0.2320868   0.36363636  1.        ]]]
No	Correct	story point		description standard	[[[ 0.          1.          0.          0.24152018  0.76923077  0.        ]]]
No	Correct	commitment		unnecessary formality	[[[ 0.          0.          0.          0.2470398   0.82352941  1.        ]]]
No	Correct	cut-off date		coupling	[[[ 0.          0.          0.          0.14676799  0.44444444  1.        ]]]
Yes	Incorrect	occupational title standard		on-line	[[[ 0.          0.          0.          0.06868805  0.          1.        ]]]
No	Correct	domain analysis		state name	[[[ 0.          1.          0.          0.18278076  0.5         0.        ]]]
No	Incorrect	domain analysis		table	[[[  0.           0.          45.           0.21955987   0.36363636   1.        ]]]
No	Correct	statistically managed process		risk acceptance	[[[ 0.          0.          0.          0.43274047  0.73684211  0.        ]]]
No	Correct	control costs		relative chain frequency	[[[ 0.          0.          0.          0.15459952  0.46153846  0.        ]]]
No	Correct	allocated baseline		data group	[[[ 0.          1.          0.          0.16981096  0.44444444  0.        ]]]
Yes	Correct	standards		practice	[[[  0.           1.          11.           0.46286511   0.61538462   2.        ]]]
No	Correct	data protection		dynamic storage allocation	[[[ 0.          0.          0.          0.16091978  0.76923077  0.        ]]]
No	Incorrect	move		microoperation	[[[ 0.          1.          6.          0.37552571  0.          2.        ]]]
No	Incorrect	provision		product configuration identification	[[[  0.           0.          15.           0.31035712   0.66666667   1.        ]]]
No	Correct	text page		backlog	[[[ 0.          0.          0.          0.16066287  0.375       1.        ]]]
No	Correct	project phase		multiset	[[[ 0.          0.          0.          0.10410143  0.          1.        ]]]
Yes	Incorrect	standards		conventions	[[[ 0.          1.          0.          0.44784967  0.57142857  2.        ]]]
No	Correct	action of interest		readability	[[[ 0.          0.          0.          0.25488711  0.66666667  1.        ]]]
No	Incorrect	hierarchy		database	[[[ 0.          1.          5.          0.2560984   0.33333333  2.        ]]]
No	Correct	resource-limited schedule		mixed mode	[[[ 0.          1.          0.          0.18346756  0.47058824  0.        ]]]
No	Correct	E-R diagram		decision table	[[[ 0.          1.          0.          0.24601207  0.55555556  0.        ]]]
No	Correct	E-R diagram		indirect instruction	[[[ 0.          1.          0.          0.19187992  0.16666667  0.        ]]]
Yes	Correct	standards		practices	[[[ 0.          1.          6.          0.45833946  0.61538462  2.        ]]]
No	Incorrect	page		widget	[[[   0.            1.          105.            0.32789679    0.44444444
      2.        ]]]
No	Correct	network planning		standby redundancy	[[[ 0.          1.          0.          0.44466544  0.70588235  0.        ]]]
No	Correct	functional user requirements		scrum team	[[[ 0.          0.          0.          0.22732802  0.28571429  0.        ]]]
No	Correct	expandability		institutionalization	[[[ 0.          1.          0.          0.19222965  0.          2.        ]]]
No	Correct	embedded software		collection-valued class	[[[ 0.          1.          0.          0.2025161   0.30769231  0.        ]]]
Yes	Correct	command-driven		menu-driven	[[[ 0.          1.          0.          0.48698479  0.          2.        ]]]
No	Correct	embedded software		programmer manual	[[[ 0.          1.          0.          0.30961911  0.23529412  0.        ]]]
No	Incorrect	embedded software		user manual	[[[ 0.          1.          2.          0.18911556  0.23529412  0.        ]]]
No	Incorrect	build definition		artifact	[[[  0.           0.          13.           0.27544049   0.16666667   1.        ]]]
No	Incorrect	read		lead	[[[  0.           1.          21.           0.13797592   0.66666667   2.        ]]]
No	Correct	version description document		mutation testing	[[[ 0.          0.          0.          0.15261218  0.33333333  0.        ]]]
Yes	Correct	command-driven		command language	[[[ 0.          0.          1.          0.68288131  0.          1.        ]]]
No	Correct	commit war		microarchitecture	[[[ 0.          0.          0.          0.13792488  0.          1.        ]]]
No	Correct	design requirement		downward compatible	[[[ 0.          1.          0.          0.33285666  0.          0.        ]]]
No	Correct	design requirement		machine-dependent	[[[ 0.          0.          0.          0.32707585  0.          1.        ]]]
No	Correct	logical record		Kanban	[[[ 0.          0.          0.          0.18067866  0.          1.        ]]]
No	Incorrect	architecture		Information-based domain	[[[ 0.          0.          5.          0.21862703  0.85714286  1.        ]]]
Yes	Correct	translator		compiler	[[[ 0.          1.          5.          0.27039176  0.9         2.        ]]]
No	Incorrect	place/transition net		strategic filter	[[[ 0.          1.          0.         -1.          0.82352941  0.        ]]]
No	Correct	operational testing		call list	[[[ 0.          1.          0.          0.12551582  0.33333333  0.        ]]]
No	Correct	operational testing		pager	[[[ 0.          0.          0.          0.16707433  0.15384615  1.        ]]]
No	Correct	map program		distributed development team	[[[ 0.          0.          0.          0.30790794  0.33333333  0.        ]]]
No	Correct	XML data configuration file		critical path methodology	[[[ 0.          0.          0.          0.17638436  0.26666667  0.        ]]]
Yes	Correct	translator		assembler	[[[ 0.          1.          2.          0.20176626  0.9         2.        ]]]
No	Correct	time slicing		event sequence diagram	[[[ 0.          0.          0.          0.20520515  0.18181818  0.        ]]]
No	Correct	time slicing		group	[[[ 0.          0.          1.          0.16677294  0.26666667  1.        ]]]
No	Correct	documenter		functional size measurement	[[[ 0.          0.          0.          0.27629881  0.          1.        ]]]
No	Correct	absolute instruction		work package	[[[ 0.          1.          0.          0.20109875  0.875       0.        ]]]
No	Correct	coincidental cohesion		config spec	[[[ 0.          1.          0.          0.20231266  0.28571429  0.        ]]]
Yes	Correct	translator		language processor	[[[ 0.          0.          7.          0.26147091  0.66666667  1.        ]]]
No	Correct	coincidental cohesion		dynamic analysis	[[[ 0.          1.          0.          0.27291144  0.33333333  0.        ]]]
No	Incorrect	risk trigger		software	[[[ 0.          0.          2.          0.0472117   0.26666667  1.        ]]]
No	Correct	zero-address instruction		nonprocedural language	[[[ 0.          1.          0.          0.3162178   0.66666667  0.        ]]]
No	Incorrect	technical standard		common	[[[ 0.          0.          9.          0.38663111  0.33333333  1.        ]]]
No	Correct	technical standard		error model	[[[ 0.        1.        0.        0.266034  0.875     0.      ]]]
Yes	Correct	story point		Planning Poker	[[[  0.           1.          30.           0.78886804   0.63157895   0.        ]]]
No	Correct	timesharing		adaptation data	[[[ 0.          0.          0.          0.27187708  0.          1.        ]]]
No	Correct	back-to-back testing		reproducibility	[[[ 0.          0.          0.          0.38765754  0.23529412  1.        ]]]
No	Correct	design architecture		slave state	[[[ 0.          1.          0.          0.14338576  0.54545455  0.        ]]]
No	Incorrect	supplementary run		requirement	[[[   0.            0.          292.            0.47592288    0.6           1.        ]]]
No	Correct	committer		page turning	[[[ 0.          0.          0.          0.25278201  0.          1.        ]]]
Yes	Correct	story point		ideal day	[[[  0.           1.          31.           0.50961714   0.66666667   0.        ]]]
No	Correct	committer		code smell	[[[ 0.          0.          0.          0.40194859  0.          1.        ]]]
No	Correct	storage capacity		robust	[[[ 0.          0.          0.          0.31025556  0.          1.        ]]]
No	Correct	software requirements review		datum	[[[ 0.          0.          0.          0.23516751  0.53333333  1.        ]]]
No	Correct	absolute loader		change control	[[[ 0.          1.          0.          0.17039531  0.4         0.        ]]]
No	Correct	reader note		process performance	[[[ 0.          1.          0.          0.24762116  0.30769231  0.        ]]]
Yes	Incorrect	story point		relative size measure	[[[ 0.          0.          0.          0.24753352  0.85714286  0.        ]]]
No	Correct	encoding		control schedule	[[[ 0.          0.          0.          0.15350252  0.35294118  1.        ]]]
No	Correct	encoding		integration testing	[[[ 0.          0.          0.          0.14294161  0.66666667  1.        ]]]
No	Correct	unit test		tunneled arrow	[[[ 0.          1.          0.          0.11879927  0.44444444  0.        ]]]
No	Correct	developmental baseline		software design	[[[ 0.          1.          0.          0.28175025  0.30769231  0.        ]]]
No	Correct	security branch		data exception	[[[ 0.          1.          0.          0.22069786  0.28571429  0.        ]]]
Yes	Incorrect	commitment		forecast	[[[ 0.          1.          0.          0.13196394  0.66666667  2.        ]]]
No	Incorrect	data communications GSC		up	[[[  0.           0.          35.           0.17876976   0.           1.        ]]]
No	Correct	invalid		throughput	[[[ 0.          1.          0.          0.17553166  0.42105263  2.        ]]]
No	Correct	reference user requirements		T-shaped skills	[[[ 0.          0.          0.          0.08404573  0.42857143  0.        ]]]
No	Correct	program network chart		control point	[[[ 0.          0.          0.          0.34863957  0.58823529  0.        ]]]
No	Correct	external software quality		software engineering environment	[[[ 1.          1.          0.          0.57291831  0.61538462  0.        ]]]
Yes	Correct	total		mapping completeness	[[[ 0.          0.          9.          0.25512654  0.26666667  1.        ]]]
No	Correct	external software quality		relational data	[[[ 0.          0.          0.          0.2698959   0.53333333  0.        ]]]
No	Correct	checkpointing		macroprogramming	[[[ 0.          1.          0.          0.17231429  0.          2.        ]]]
No	Correct	techniques		inductive assertion method	[[[ 0.          0.          0.          0.31218248  0.93333333  1.        ]]]
No	Correct	computer crime		reversible execution	[[[ 0.          1.          0.          0.42862483  0.63157895  0.        ]]]
No	Incorrect	cost-plus-incentive-fee contract		validation test	[[[ 0.          1.          0.         -1.          0.66666667  0.        ]]]
Yes	Incorrect	total		mandatory	[[[ 0.          1.          0.          0.19327395  0.53333333  2.        ]]]
No	Correct	installation manual		process capability determination sponsor	[[[ 0.          0.          0.          0.20428355  0.36363636  0.        ]]]
No	Correct	page frame		computing system tool	[[[ 0.          0.          0.          0.24474027  0.625       0.        ]]]
No	Correct	working area		Monte Carlo analysis	[[[ 0.          0.          0.          0.24743757  0.52631579  0.        ]]]
No	Correct	art metrics		system requirements review	[[[ 0.          0.          0.          0.33614829  0.4         0.        ]]]
No	Correct	interleave		software component	[[[ 0.          0.          0.          0.22699874  0.2         1.        ]]]
Yes	Correct	total		partial	[[[  0.           1.          15.           0.16324133   0.4          2.        ]]]
No	Correct	do-nothing operation		master library	[[[ 0.          1.          0.          0.22919857  0.4         0.        ]]]
No	Incorrect	do-nothing operation		ask	[[[  0.           0.          59.           0.36325477   0.           1.        ]]]
No	Correct	object language		specification tree	[[[ 0.          1.          0.          0.25582851  0.36363636  0.        ]]]
No	Correct	walk-through		symbolic trace	[[[ 0.          0.          0.          0.35452482  0.625       1.        ]]]
No	Correct	enumeration type		supporting process	[[[ 0.          1.          0.          0.14889042  0.53333333  0.        ]]]
Yes	Incorrect	starting address		assembled origin	[[[ 0.          1.          0.          0.29064833  0.76923077  0.        ]]]
No	Correct	synchronous message communication without reply		verb phrase	[[[ 0.          0.          0.          0.12273038  0.625       0.        ]]]
No	Correct	stakeholder value		postcondition	[[[ 0.          0.          0.          0.25366124  0.          1.        ]]]
No	Correct	function type		user group	[[[ 0.          1.          0.          0.15271634  0.66666667  0.        ]]]
No	Incorrect	snapshot		report template	[[[ 0.          0.          2.          0.17766184  0.11764706  1.        ]]]
label, correctness, w1, w2, features
Yes	Correct	multitasking		multiprogramming	[[[   0.           1.         162.           0.7023211    0.           2.       ]]]
No	Correct	error prediction model		data input sheet	[[[ 0.          1.          0.          0.34726676  0.71428571  0.        ]]]
No	Correct	process standard		control flow	[[[ 0.          1.          0.          0.33834685  0.5         0.        ]]]
No	Incorrect	process standard		xp	[[[  0.           0.          50.           0.30760863   0.           1.        ]]]
No	Correct	F-profile		acceptability	[[[ 0.          1.          0.          0.23259209  0.          2.        ]]]
No	Correct	product backlog 		data definition	[[[ 0.          1.          0.          0.14754815  0.33333333  0.        ]]]
Yes	Correct	multitasking		time sharing	[[[  0.           0.          52.           0.58858887   0.           1.        ]]]
No	Correct	simple domain		active area	[[[ 0.          1.          0.          0.29249401  1.          0.        ]]]
No	Correct	expert judgment		enterprise environmental factors	[[[ 0.          0.          0.          0.34058287  0.58823529  0.        ]]]
No	Correct	consistent		partial	[[[ 0.         1.         0.         0.1479008  0.         2.       ]]]
No	Correct	sprint demo		generic program unit	[[[ 0.          0.          0.          0.19099049  0.4         0.        ]]]
No	Correct	estimate		minimum viable product	[[[ 0.          0.          0.          0.21644528  0.5         1.        ]]]
Yes	Correct	multitasking		multiprocessing	[[[  0.           1.          21.           0.48963178   0.           2.        ]]]
No	Correct	criteria		symbolic trace	[[[ 0.          0.          0.          0.19459127  0.54545455  1.        ]]]
No	Correct	logical transaction		glass box	[[[ 0.          1.          0.          0.04748678  0.55555556  0.        ]]]
No	Incorrect	Information-based domain		architecture	[[[ 0.          0.          5.          0.21862703  0.85714286  1.        ]]]
No	Correct	Information-based domain		output measure	[[[ 0.          1.          0.          0.20142566  0.57142857  0.        ]]]
No	Correct	cut-off date		coupling	[[[ 0.          0.          0.          0.14676799  0.44444444  1.        ]]]
Yes	Correct	product backlog 		backlog	[[[   0.            0.          429.            0.96983892    1.            1.        ]]]
No	Correct	managed process		execution time	[[[ 0.          1.          0.          0.35784998  0.61538462  0.        ]]]
No	Correct	data characteristic		well-engineered web site	[[[ 0.          0.          0.          0.31312878  0.16666667  0.        ]]]
No	Correct	ordered list		symbolic language	[[[ 0.          1.          0.          0.25868917  0.54545455  0.        ]]]
No	Incorrect	ask		internal quality	[[[  0.           0.          37.           0.31858362   0.5          1.        ]]]
No	Incorrect	ask		do-nothing operation	[[[  0.           0.          59.           0.36325477   0.           1.        ]]]
Yes	Correct	top-down		critical piece first	[[[ 0.          0.          0.          0.51279885  0.          1.        ]]]
No	Incorrect	adaptation		Scrum team	[[[  0.           0.          14.           0.17302519   0.33333333   1.        ]]]
No	Correct	instruction cycle		network planning	[[[ 0.          1.          0.          0.19475808  0.53333333  0.        ]]]
No	Correct	carrier		machine-dependent	[[[ 0.          1.          0.          0.27506571  0.          2.        ]]]
No	Incorrect	resource calendar		system	[[[  0.           0.          12.           0.20190669   0.92307692   1.        ]]]
No	Correct	resource calendar		logical file	[[[ 0.          1.          0.          0.10476394  0.57142857  0.        ]]]
Yes	Correct	top-down		bottom-up	[[[ 0.          1.          0.          0.77711108  0.          2.        ]]]
No	Correct	activity duration		verb phrase	[[[ 0.          1.          0.          0.11298586  0.33333333  0.        ]]]
No	Correct	all-at-once development		rescue point	[[[ 0.          1.          0.          0.37684396  0.66666667  0.        ]]]
No	Correct	composite task		data attribute	[[[ 0.          1.          0.          0.34577379  0.375       0.        ]]]
No	Correct	systems integration testing		inverse engineering	[[[ 0.          0.          0.          0.24900109  0.66666667  0.        ]]]
No	Correct	kaizen		maintenance personnel	[[[ 0.          0.          0.          0.28831531  0.          1.        ]]]
Yes	Correct	first generation fifth generation language		machine code	[[[ 0.          0.          0.         -1.          0.66666667  0.        ]]]
No	Correct	alphanumeric		availability	[[[ 0.          1.          0.          0.18323588  0.          2.        ]]]
No	Correct	conversion		completed change set	[[[ 0.          0.          0.          0.27836169  0.625       1.        ]]]
No	Correct	meta-meta-attribute		approved change request	[[[ 0.          0.          0.          0.12627965  0.          1.        ]]]
No	Incorrect	maintained		error model	[[[ 0.          0.          1.          0.28458867  0.33333333  1.        ]]]
No	Correct	maintained		mvp	[[[ 0.          1.          0.          0.24751479  0.18181818  2.        ]]]
Yes	Correct	sos		scrum of scrums	[[[  0.           0.          14.           0.12839781   0.25         1.        ]]]
No	Correct	estimate at completion		effective full license	[[[ 0.          1.          0.          0.15206622  0.5         0.        ]]]
No	Correct	snapshot dump		destructive read	[[[ 0.          1.          0.          0.23068699  0.52631579  0.        ]]]
No	Correct	program instruction		error message	[[[ 0.          1.          1.          0.21889259  0.88888889  0.        ]]]
No	Correct	data source		variability	[[[ 0.          0.          0.          0.25657703  0.30769231  1.        ]]]
No	Correct	transform-centered design		overlay supervisor	[[[ 0.          1.          0.          0.31113068  0.47058824  0.        ]]]
Yes	Correct	simple domain		Cynefin	[[[ 0.         0.         1.         0.4039492  0.         1.       ]]]
No	Correct	encoding		control schedule	[[[ 0.          0.          0.          0.15350252  0.35294118  1.        ]]]
No	Correct	encoding		integration testing	[[[ 0.          0.          0.          0.14294161  0.66666667  1.        ]]]
No	Correct	lessons learned knowledge base		application server	[[[ 0.          0.          0.          0.14761813  0.73684211  0.        ]]]
No	Incorrect	complexity		certification	[[[ 0.          1.          1.          0.09495352  0.33333333  2.        ]]]
No	Incorrect	temporal cohesion		function point table	[[[ 0.          0.          0.          0.42406342  0.30769231  0.        ]]]
Yes	Incorrect	multilevel address		the operand	[[[ 0.          1.          0.          0.15951492  0.375       0.        ]]]
No	Correct	security domain		software design	[[[ 0.          1.          0.          0.26457074  0.76923077  0.        ]]]
No	Correct	fault masking		absolute assembler	[[[ 0.          1.          0.          0.2545771   0.22222222  0.        ]]]
No	Correct	back-to-back testing		reproducibility	[[[ 0.          0.          0.          0.38765754  0.23529412  1.        ]]]
No	Correct	logical relationship		definitive master version	[[[ 0.          0.          0.          0.27566475  0.4         0.        ]]]
No	Correct	constant-failure period		scrum team	[[[ 0.          1.          0.          0.13877087  0.36363636  0.        ]]]
Yes	Correct	pseudo-instruction		pragma	[[[ 0  1  0 -1  0  2]]]
No	Correct	constant-failure period		modular decomposition	[[[ 0.          1.          0.          0.20900535  0.46153846  0.        ]]]
No	Correct	microoperation		sprint	[[[ 0.          1.          0.          0.17645868  0.          2.        ]]]
No	Incorrect	microoperation		move	[[[ 0.          1.          6.          0.37552571  0.          2.        ]]]
No	Incorrect	job		transportability	[[[  0.           1.          24.           0.17299482   0.           2.        ]]]
No	Correct	errata		bottom-up design	[[[ 0.          0.          0.          0.34453911  0.26666667  1.        ]]]
Yes	Incorrect	monadic selective construct		if-then-else	[[[ 0.          0.          0.          0.32112067  0.          1.        ]]]
No	Correct	process purpose		applicability to a functional domain	[[[ 0.          0.          0.          0.28751797  0.76923077  0.        ]]]
No	Correct	pager		iterative construct	[[[ 0.          0.          0.          0.17457458  0.15384615  1.        ]]]
No	Correct	pager		directed graph	[[[ 0.          0.          0.          0.14102038  0.14285714  1.        ]]]
